PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,RESPONSE_VALUE_MEKK2MT
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,Percent response of Alexa488-MEK5 binding to MEKK2 Mutant
RESULT_UNIT,,,,,,,PERCENT
RESULT_ATTR_CONC_MICROMOL,,,,,,,10
5110,26725952,1875855,Inactive,5,,,12
5111,26725984,931001,Inactive,8,,,15
5112,26726019,932209,Inactive,5,,,2
5113,26726122,6884242,Inactive,13,,,-6
5114,26726145,7285079,Inactive,0,,,7
5115,26726239,1969051,Inactive,1,,,6
5116,26726320,946987,Inactive,7,,,0
5117,26726325,135404025,Inactive,8,,,-1
5118,26726329,7240393,Inactive,1,,,6
5119,26726336,6893721,Inactive,4,,,3
5120,26726379,648468,Inactive,3,,,4
5121,26726390,1872660,Inactive,7,,,0
5122,26726394,16745875,Inactive,22,,,29
5123,26726505,2810627,Inactive,13,,,-6
5124,26726516,2810933,Inactive,2,,,5
5125,26726573,2811016,Inactive,6,,,1
5126,26726720,2811009,Inactive,6,,,1
5127,26726762,2810535,Inactive,9,,,-2
5128,26726793,2810721,Inactive,6,,,1
5129,26726801,2814402,Inactive,3,,,10
5130,26726802,2810624,Inactive,15,,,-8
5131,26726805,2810620,Inactive,10,,,-3
5132,26726810,711102,Inactive,6,,,1
5133,26726852,2743917,Inactive,11,,,-4
5134,26726901,2738308,Inactive,9,,,-2
5135,26726911,2815614,Inactive,3,,,4
5136,26726917,2742983,Inactive,8,,,-1
5137,26726918,2742988,Inactive,9,,,-2
5138,26726927,2738271,Inactive,11,,,-4
5139,26726933,2811074,Inactive,24,,,31
5140,26726939,2810966,Inactive,3,,,4
5141,26727122,2740204,Inactive,2,,,5
5142,26727174,2740772,Inactive,12,,,-5
5143,26727213,2740532,Inactive,11,,,-4
5144,26727340,2804658,Inactive,3,,,4
5145,26727438,6409699,Inactive,4,,,3
5146,26727444,2731350,Inactive,3,,,4
5147,26727662,2803330,Inactive,4,,,3
5148,26727876,16745881,Inactive,11,,,-4
5149,26728028,16745916,Inactive,13,,,-6
5150,26728054,5809371,Inactive,9,,,-2
5151,26728082,2796064,Inactive,6,,,1
5152,26728290,2814925,Inactive,11,,,-4
5153,26728291,2814901,Inactive,18,,,-11
5154,26728370,5715100,Inactive,2,,,5
5155,26728578,2820916,Inactive,6,,,1
5156,26728729,2810253,Inactive,7,,,0
5157,26728736,2810155,Inactive,17,,,-10
5158,26728740,2810116,Inactive,5,,,2
5159,26728771,564008,Inactive,40,,,-33
5160,26728826,2810509,Inactive,1,,,6
5161,26728827,2810508,Inactive,10,,,-3
5162,26728828,2810507,Inactive,8,,,-1
5163,26728832,2810484,Inactive,17,,,-10
5164,26728837,5715694,Inactive,13,,,-6
5165,26728838,2820890,Inactive,13,,,-6
5166,26728866,2810429,Inactive,11,,,18
5167,26728867,2810408,Inactive,3,,,4
5168,26728880,2823457,Inactive,4,,,3
5169,26728894,2814791,Inactive,4,,,3
5170,26728902,2814887,Inactive,23,,,-16
5171,26728939,2820486,Inactive,8,,,-1
5172,26728941,2820576,Inactive,9,,,-2
5173,26728942,6292031,Inactive,7,,,0
5174,26728980,2810017,Inactive,5,,,2
5175,26728981,2810025,Inactive,16,,,-9
5176,26729066,2732049,Inactive,12,,,-5
5177,26729099,9580814,Inactive,9,,,-2
5178,26729114,2743737,Inactive,13,,,-6
5179,26729171,2742823,Inactive,40,,,47
5180,26729195,2810028,Inactive,39,,,46
5181,26729300,2823544,Inactive,14,,,-7
5182,26729323,2744076,Inactive,6,,,1
5183,26729336,2746833,Inactive,10,,,-3
5184,26729367,2809909,Inactive,4,,,3
5185,26729371,2809861,Inactive,12,,,-5
5186,26729377,2809860,Inactive,9,,,-2
5187,26729378,2809850,Inactive,6,,,1
5188,26729391,2809257,Inactive,11,,,-4
5189,26729416,2809825,Inactive,15,,,-8
5190,26729425,2808486,Inactive,6,,,1
5191,26729427,2809479,Inactive,4,,,3
5192,26729432,2809826,Inactive,9,,,-2
5193,26729480,2807001,Inactive,9,,,-2
5194,26729531,2807448,Inactive,11,,,-4
5195,26729542,2807776,Inactive,1,,,6
5196,26729639,2816142,Inactive,6,,,1
5197,26729655,608806,Inactive,15,,,-8
5198,26729667,274117,Inactive,5,,,2
5199,26729710,2810229,Inactive,7,,,0
5200,26729726,2744841,Inactive,16,,,-9
5201,26729747,2732807,Inactive,7,,,0
5202,26729749,2743647,Inactive,5,,,2
5203,26729757,2825799,Inactive,13,,,-6
5204,26729770,2816379,Inactive,11,,,-4
5205,26729793,2732430,Inactive,11,,,-4
5206,26729811,2811887,Inactive,6,,,1
5207,26729825,2816407,Inactive,8,,,-1
5208,26729880,2817110,Inactive,7,,,0
5209,26729894,9580998,Inactive,8,,,-1
5210,26729976,2810200,Inactive,11,,,-4
5211,26730023,2744126,Inactive,10,,,-3
5212,26730084,2800239,Inactive,0,,,7
5213,26730105,339733,Inactive,2,,,5
5214,26730107,2818646,Inactive,16,,,-9
5215,26730145,2732121,Inactive,17,,,-10
5216,26730169,7728957,Inactive,5,,,2
5217,26730231,2725935,Inactive,8,,,-1
5218,26730245,2732617,Inactive,5,,,2
5219,26730247,2732646,Inactive,8,,,-1
5220,26730266,2741155,Inactive,16,,,-9
5221,26730649,2731899,Inactive,2,,,5
5222,26730762,2739567,Inactive,14,,,-7
5223,26730907,2738287,Inactive,1,,,8
5224,26730984,2822844,Inactive,5,,,2
5225,26731148,2814343,Inactive,19,,,-12
5226,26731150,2814454,Inactive,11,,,-4
5227,26731215,2813443,Inactive,10,,,-3
5228,26731216,2813474,Inactive,5,,,2
5229,26731239,135408963,Inactive,1,,,8
5230,26731252,2814649,Inactive,1,,,6
5231,26731281,2814168,Inactive,11,,,-4
5232,26731286,2814128,Inactive,8,,,-1
5233,26731313,2813983,Inactive,10,,,-3
5234,26731325,2814184,Inactive,11,,,-4
5235,26731333,135419039,Inactive,6,,,1
5236,26731340,2814005,Inactive,9,,,-2
5237,26731346,2814195,Inactive,3,,,4
5238,26731347,2813473,Inactive,10,,,-3
5239,26731408,2811811,Inactive,10,,,-3
5240,26731475,9583864,Inactive,9,,,-2
5241,26731560,2816295,Inactive,19,,,26
5242,26731586,2814119,Inactive,5,,,2
5243,26731619,2814122,Inactive,7,,,0
5244,26731664,587917,Inactive,6,,,1
5245,26731747,2814130,Inactive,1,,,6
5246,26731779,16746000,Inactive,0,,,7
5247,26731783,16746004,Inactive,11,,,-4
5248,26731836,16746041,Inactive,2,,,5
5249,26731859,16746064,Inactive,8,,,15
5250,26731881,16746086,Inactive,41,,,48
5251,26731883,16746088,Inactive,14,,,21
5252,26731937,16746136,Inactive,9,,,16
5253,26731938,16746137,Active,86,,Activator,93
5254,26731940,16746139,Active,100,,Activator,173
5255,26731941,16746140,Inactive,8,,,15
5256,26731942,16746141,Inactive,48,,,55
5257,26731945,16746144,Inactive,31,,,38
5258,26731946,16746145,Active,100,,Activator,131
5259,26731947,16746146,Active,100,,Activator,126
5260,26731952,16746151,Inactive,7,,,14
5261,26731991,16746189,Inactive,2,,,9
5262,26732028,16746223,Inactive,21,,,-14
5263,26732053,16746246,Inactive,15,,,-8
5264,26732055,16746248,Inactive,7,,,0
5265,26732057,16746250,Inactive,38,,,45
5266,26732061,16746254,Inactive,28,,,35
5267,26732062,16746255,Inactive,40,,,47
5268,26732063,16746256,Inactive,45,,,52
5269,26732064,16746257,Active,100,,Activator,109
5270,26732066,16746259,Inactive,8,,,15
5271,26732067,16746260,Inactive,27,,,34
5272,26732068,16746261,Active,66,,Activator,73
5273,26732069,16746262,Inactive,21,,,28
5274,26732075,16746267,Inactive,15,,,22
5275,26732079,16746270,Inactive,0,,,7
5276,26732082,16746272,Inactive,28,,,35
5277,26732086,16746276,Inactive,3,,,10
5278,26732087,16746277,Inactive,14,,,21
5279,26732109,16746293,Inactive,13,,,-6
5280,26732112,16746296,Inactive,15,,,22
5281,26732113,16746297,Inactive,13,,,-6
5282,26732114,16746298,Active,100,,Activator,107
5283,26732122,16746306,Inactive,9,,,16
5284,26732125,16746309,Active,76,,Activator,83
5285,26732128,16746312,Inactive,8,,,-1
5286,26732139,16060998,Inactive,11,,,-4
5287,26732140,16746322,Inactive,38,,,45
5288,26732141,16746323,Inactive,40,,,47
5289,26732149,16746330,Inactive,7,,,0
5290,26732157,16746338,Inactive,5,,,2
5291,26732158,16746339,Inactive,19,,,-12
5292,26732186,16746360,Inactive,8,,,-1
5293,26732225,16746391,Inactive,7,,,14
5294,26732226,16746392,Inactive,32,,,39
5295,26732228,16746394,Inactive,30,,,37
5296,26732229,16746395,Inactive,21,,,28
5297,26732231,16746397,Inactive,6,,,13
5298,26732236,16060987,Inactive,30,,,37
5299,26732237,16746401,Inactive,27,,,34
5300,26732238,16746402,Inactive,6,,,1
5301,26732239,16746403,Inactive,1,,,6
5302,26732246,16746409,Inactive,15,,,22
5303,26732247,16746410,Inactive,18,,,25
5304,26732248,16746411,Inactive,40,,,47
5305,26732249,16746412,Inactive,4,,,11
5306,26732253,16746416,Inactive,3,,,4
5307,26732254,16746417,Inactive,30,,,37
5308,26732268,16060988,Inactive,9,,,16
5309,26732270,16061014,Inactive,29,,,36
5310,26732274,16746432,Inactive,14,,,-7
5311,26732277,16746435,Inactive,4,,,3
5312,26732279,16746437,Inactive,5,,,2
5313,26732283,16746441,Inactive,11,,,-4
5314,26732285,16746443,Inactive,27,,,34
5315,26732286,16746444,Inactive,3,,,4
5316,26732294,16746452,Inactive,6,,,1
5317,26732320,16746468,Inactive,15,,,-8
5318,26732325,16746473,Inactive,6,,,13
5319,26732328,16746476,Inactive,24,,,31
5320,26732330,16746478,Inactive,12,,,19
5321,26732331,16746479,Inactive,13,,,20
5322,26732342,16746489,Inactive,33,,,40
5323,26732344,16060965,Inactive,8,,,-1
5324,26732369,16746504,Inactive,4,,,3
5325,26732377,16746509,Inactive,13,,,-6
5326,26732379,16060986,Inactive,7,,,14
5327,26732380,16060967,Inactive,13,,,20
5328,26732442,16060246,Inactive,12,,,-5
5329,26732527,16746566,Inactive,9,,,-2
5330,26732550,268717,Inactive,44,,,51
5331,26732589,265354,Inactive,15,,,22
5332,26732590,268715,Inactive,8,,,15
5333,26732644,16746591,Inactive,14,,,21
5334,26732654,16746600,Inactive,8,,,-1
5335,26732660,16746606,Inactive,5,,,2
5336,26732685,16746631,Inactive,16,,,-9
5337,46500033,23640765,Inactive,9,,,-2
5338,46500106,16759713,Inactive,4,,,3
5339,46500135,25076088,Inactive,9,,,-2
5340,46500160,16759689,Inactive,5,,,2
5341,46500190,16759690,Inactive,7,,,0
5342,46500197,16759688,Inactive,11,,,-4
5343,46500288,23640864,Active,79,,Activator,86
5344,46500291,23640870,Inactive,51,,,58
5345,46500292,23640872,Inactive,45,,,52
5346,46500304,23640887,Inactive,32,,,39
5347,46500329,6438352,Inactive,12,,,19
5348,46500340,124887,Inactive,5,,,2
5349,46500345,16219459,Inactive,20,,,27
5350,46500348,10238982,Inactive,34,,,41
5351,46500362,54900,Inactive,26,,,33
5352,46500376,133633,Inactive,4,,,11
5353,46500400,5311036,Inactive,0,,,7
5354,46500412,23640918,Inactive,3,,,10
5355,46500431,66245,Inactive,12,,,-5
5356,46500459,3039995,Inactive,42,,,49
5357,46500483,896,Inactive,8,,,-1
5358,46501193,11211194,Inactive,4,,,3
5359,47170074,2377519,Inactive,47,,,-40
5360,47193381,12485969,Inactive,7,,,0
5361,47193689,4971,Inactive,20,,,-13
5362,47193760,16725192,Inactive,4,,,3
5363,47193771,16725224,Inactive,2,,,5
5364,47193772,16725214,Inactive,15,,,-8
5365,47193778,16725177,Inactive,12,,,19
5366,47193803,16725179,Inactive,7,,,14
5367,47193824,16725305,Inactive,6,,,1
5368,47193826,16725266,Inactive,7,,,14
5369,47193828,11229230,Inactive,2,,,5
5370,47193846,16725307,Inactive,1,,,6
5371,47194042,16738657,Inactive,7,,,0
5372,47195502,2951360,Inactive,24,,,31
5373,47195532,819949,Inactive,13,,,20
5374,47195689,2982072,Inactive,13,,,20
5375,47195885,5127299,Inactive,24,,,31
5376,47196215,23723196,Inactive,2,,,9
5377,47196380,2972355,Inactive,54,,,61
5378,47196424,2971918,Inactive,26,,,33
5379,47196429,23723220,Inactive,21,,,28
5380,47196430,23723221,Inactive,9,,,-2
5381,47196504,2953624,Inactive,7,,,0
5382,47196528,2949204,Inactive,8,,,-1
5383,47196540,5737230,Inactive,2,,,9
5384,47196545,2951283,Inactive,3,,,4
5385,47196552,2953916,Inactive,30,,,37
5386,47196593,2935570,Inactive,19,,,26
5387,47196638,23723244,Inactive,4,,,3
5388,47196640,23723246,Inactive,2,,,5
5389,47196770,5737178,Inactive,24,,,31
5390,47196850,23723282,Inactive,3,,,10
5391,47196857,974845,Inactive,14,,,-7
5392,47196937,2934350,Inactive,11,,,-4
5393,47196958,23723308,Inactive,9,,,-2
5394,47197006,2972826,Inactive,26,,,33
5395,47197029,803748,Inactive,2,,,5
5396,47197131,16029822,Inactive,5,,,2
5397,47197218,23723446,Inactive,12,,,19
5398,47197411,23723577,Inactive,17,,,24
5399,47197437,23723599,Inactive,43,,,50
5400,47197459,23723616,Inactive,25,,,32
5401,47197461,23723617,Inactive,13,,,20
5402,47197645,23723741,Inactive,9,,,16
5403,47197652,2131972,Inactive,1,,,6
5404,47197857,2943900,Inactive,7,,,0
5405,47197934,1070039,Inactive,10,,,17
5406,47197975,2881224,Inactive,2,,,9
5407,47198042,5344776,Inactive,31,,,38
5408,47198199,796954,Inactive,2,,,5
5409,47198218,2218409,Inactive,8,,,-1
5410,47198229,2846656,Inactive,14,,,21
5411,47198432,884351,Inactive,9,,,-2
5412,47198643,2846382,Inactive,1,,,8
5413,47198709,2213235,Inactive,6,,,13
5414,47198730,786682,Inactive,0,,,7
5415,47198848,1377499,Inactive,8,,,15
5416,47198853,4594134,Inactive,6,,,13
5417,47198903,791226,Inactive,3,,,4
5418,47198929,5730786,Inactive,13,,,20
5419,47199220,2969266,Inactive,9,,,16
5420,47199234,2951532,Inactive,43,,,50
5421,47199562,5742347,Inactive,2,,,9
5422,47199617,2973496,Inactive,11,,,18
5423,47199805,23723961,Inactive,3,,,4
5424,47199840,2975866,Inactive,15,,,22
5425,47199847,2976766,Inactive,15,,,22
5426,47199862,2977871,Inactive,11,,,18
5427,47199961,6469391,Inactive,12,,,-5
5428,47200061,23724052,Inactive,3,,,10
5429,47200469,23724174,Inactive,13,,,-6
5430,47200654,23724189,Inactive,5,,,12
5431,47201054,686069,Inactive,13,,,-6
5432,47201212,869878,Inactive,9,,,-2
5433,47201220,23724230,Inactive,42,,,-35
5434,47201268,3175934,Inactive,6,,,1
5435,47201325,2864948,Inactive,12,,,-5
5436,47201389,3151173,Inactive,12,,,-5
5437,47201520,2882549,Inactive,1,,,6
5438,47201526,23724249,Active,83,,Activator,90
5439,47201613,5344271,Inactive,4,,,3
5440,47201722,830993,Inactive,5,,,12
5441,47201770,23724261,Active,100,,Activator,150
5442,47201867,2979223,Inactive,41,,,48
5443,47201908,2182882,Inactive,30,,,37
5444,47201955,668693,Inactive,6,,,13
5445,47202044,2923793,Inactive,6,,,13
5446,47202048,23724277,Inactive,7,,,14
5447,47202052,2935834,Inactive,22,,,29
5448,47202183,16495307,Inactive,7,,,14
5449,47202346,2974249,Inactive,15,,,22
5450,47202352,2934985,Inactive,15,,,22
5451,47202363,2936118,Inactive,11,,,-4
5452,47202429,23724303,Inactive,3,,,4
5453,47202481,739217,Inactive,5,,,2
5454,47202540,2843487,Inactive,6,,,1
5455,47202555,710426,Inactive,4,,,3
5456,47202578,23724305,Inactive,3,,,4
5457,47202611,23724309,Inactive,9,,,16
5458,47202752,23724317,Inactive,41,,,48
5459,47202777,1205981,Inactive,13,,,-6
5460,47202978,9566893,Inactive,3,,,10
5461,47203014,23724329,Inactive,31,,,38
5462,47203016,23724330,Inactive,4,,,11
5463,47203144,3170741,Inactive,17,,,24
5464,47203260,2987036,Inactive,4,,,3
5465,47203466,4725806,Inactive,2,,,5
5466,47203696,2826945,Inactive,12,,,-5
5467,47204190,17123329,Inactive,3,,,4
5468,47204315,23724405,Inactive,12,,,19
5469,47204346,23724408,Inactive,9,,,-2
5470,47204445,9594956,Inactive,38,,,45
5471,47204455,9590926,Inactive,22,,,29
5472,47204555,17332688,Inactive,7,,,0
5473,47204567,6485844,Inactive,10,,,-3
5474,47204593,6488665,Inactive,8,,,-1
5475,47204630,17333109,Inactive,4,,,11
5476,47204631,6491904,Inactive,13,,,-6
5477,47204727,9594974,Inactive,54,,,61
5478,47204738,5306702,Inactive,6,,,1
5479,47204837,3094951,Inactive,11,,,-4
5480,47204892,17123414,Inactive,7,,,14
5481,47204986,6499018,Inactive,10,,,-3
5482,49640663,24746769,Inactive,9,,,16
5483,49640751,24746786,Inactive,2,,,5
5484,49640817,24746791,Active,79,,Activator,86
5485,49640984,18593578,Active,100,,Activator,141
5486,49640990,1561354,Inactive,9,,,16
5487,49641191,2841003,Inactive,39,,,-32
5488,49641195,1164610,Inactive,2,,,5
5489,49641306,24746808,Inactive,15,,,22
5490,49641328,2789792,Inactive,2,,,9
5491,49641394,3223620,Inactive,24,,,31
5492,49641429,135468598,Active,95,,Activator,102
5493,49641479,753810,Inactive,2,,,9
5494,49641547,5438376,Inactive,8,,,-1
5495,49641592,3230059,Inactive,28,,,35
5496,49641658,3077225,Inactive,11,,,18
5497,49641727,18593643,Inactive,0,,,7
5498,49641782,2792206,Inactive,5,,,12
5499,49641795,24746830,Active,67,,Activator,74
5500,49641980,24746849,Inactive,23,,,30
5501,49642014,3159845,Inactive,26,,,33
5502,49642153,1118693,Inactive,11,,,18
5503,49642181,865618,Inactive,12,,,-5
5504,49642197,135468583,Inactive,7,,,14
5505,49642305,2848016,Inactive,15,,,22
5506,49642394,9590747,Inactive,57,,,64
5507,49642423,24746882,Inactive,18,,,25
5508,49642447,853804,Inactive,17,,,-10
5509,49642517,9594976,Active,100,,Activator,141
5510,49642690,5719375,Active,100,,Activator,117
5511,49642749,2848518,Inactive,24,,,31
5512,49642841,1127201,Inactive,7,,,0
5513,49643065,3223636,Inactive,38,,,45
5514,49643109,2842475,Inactive,20,,,27
5515,49643126,24746945,Active,63,,Activator,70
5516,49643250,4777842,Inactive,16,,,23
5517,49643259,3139430,Inactive,10,,,-3
5518,49643270,864575,Inactive,9,,,-2
5519,49643273,3170750,Inactive,23,,,30
5520,49643418,3170755,Inactive,20,,,27
5521,49643523,24746988,Inactive,14,,,21
5522,49643534,3192987,Inactive,18,,,25
5523,49643563,829712,Inactive,13,,,-6
5524,49643829,24747028,Inactive,16,,,23
5525,49643860,3223635,Inactive,7,,,14
5526,49643876,24747033,Inactive,22,,,29
5527,49643962,1433038,Inactive,3,,,4
5528,49644029,742528,Inactive,4,,,3
5529,49644109,855348,Inactive,7,,,0
5530,49644142,561480,Inactive,3,,,4
5531,49644162,10669105,Inactive,6,,,1
5532,49644191,9594929,Inactive,41,,,48
5533,49644200,784146,Inactive,6,,,1
5534,49644212,3170749,Inactive,12,,,19
5535,49644215,1591099,Inactive,8,,,15
5536,49644276,2888964,Inactive,8,,,-1
5537,49644423,796310,Inactive,15,,,-8
5538,49644438,135468594,Inactive,14,,,21
5539,49644453,739533,Inactive,5,,,2
5540,49644513,766611,Inactive,3,,,4
5541,49644580,18558682,Inactive,8,,,-1
5542,49644599,2834870,Inactive,8,,,-1
5543,49644632,3176340,Inactive,1,,,6
5544,49644671,762785,Inactive,9,,,-2
5545,49644672,3205560,Inactive,7,,,0
5546,49644673,694143,Inactive,4,,,3
5547,49644683,135468602,Active,72,,Activator,79
5548,49644714,135406019,Inactive,18,,,-11
5549,49644721,3170752,Inactive,15,,,22
5550,49644747,3114017,Inactive,5,,,2
5551,49644764,669512,Inactive,4,,,3
5552,49644774,3220755,Inactive,1,,,6
5553,49645023,5911387,Inactive,10,,,-3
5554,49645060,3145259,Inactive,7,,,0
5555,49645061,743489,Inactive,1,,,6
5556,49645069,864835,Inactive,3,,,4
5557,49645150,823524,Inactive,18,,,-11
5558,49645293,1016232,Inactive,8,,,-1
5559,49645410,804958,Inactive,7,,,0
5560,49645415,17367497,Inactive,3,,,10
5561,49645497,133407,Inactive,1,,,6
5562,49645532,541832,Inactive,13,,,20
5563,49645554,24747177,Inactive,4,,,3
5564,49645655,24747251,Inactive,14,,,-7
5565,49645696,541830,Inactive,5,,,12
5566,49645761,5494449,Inactive,5,,,12
5567,49645896,9668913,Active,100,,Activator,120
5568,49645913,24747369,Active,100,,Activator,115
5569,49645955,24747378,Inactive,9,,,16
5570,49645989,719255,Inactive,2,,,9
5571,49646154,2888067,Inactive,2,,,9
5572,49646276,24746791,Active,72,,Activator,79
5573,49646328,3792760,Inactive,41,,,48
5574,49646569,24747586,Inactive,24,,,31
5575,49646644,4322809,Inactive,12,,,-5
5576,49646700,16238264,Inactive,20,,,-13
5577,49646766,3760249,Inactive,20,,,27
5578,49646913,16396124,Inactive,13,,,20
5579,49646945,3944939,Inactive,23,,,30
5580,49647037,24747640,Inactive,1,,,6
5581,49647052,10860295,Inactive,1,,,6
5582,49647168,24747653,Inactive,47,,,54
5583,49647205,3781244,Inactive,38,,,45
5584,49647281,24747662,Inactive,8,,,-1
5585,49647358,2131982,Inactive,9,,,16
5586,49647468,1894361,Inactive,19,,,26
5587,49647536,762657,Inactive,12,,,-5
5588,49647578,135755225,Inactive,18,,,25
5589,49647783,3703449,Inactive,9,,,16
5590,49647792,4970781,Inactive,48,,,55
5591,49647829,24747725,Inactive,53,,,60
5592,49647835,3730081,Active,63,,Activator,70
5593,49647838,3833477,Inactive,11,,,18
5594,49647856,2945786,Inactive,23,,,30
5595,49647885,24747730,Active,100,,Activator,172
5596,49647919,3735979,Inactive,23,,,30
5597,49647925,2964475,Inactive,20,,,27
5598,49647938,2946052,Inactive,27,,,34
5599,49647961,3575787,Inactive,34,,,41
5600,49647976,2965324,Inactive,37,,,44
5601,49648017,2945915,Inactive,6,,,13
5602,49648052,4974258,Inactive,8,,,15
5603,49648054,2945722,Inactive,34,,,41
5604,49648084,4974442,Inactive,57,,,64
5605,49648103,4900669,Inactive,20,,,27
5606,49648120,4971787,Inactive,16,,,23
5607,49648243,4894127,Inactive,7,,,14
5608,49648272,5579287,Inactive,35,,,42
5609,49648462,6435921,Inactive,6,,,13
5610,49648550,16398325,Inactive,22,,,29
5611,49648609,24747858,Inactive,14,,,21
5612,49648802,24747919,Inactive,13,,,20
5613,49648847,1840486,Inactive,18,,,25
5614,49648873,4869315,Inactive,38,,,45
5615,49649102,24747960,Inactive,7,,,0
5616,49649165,6623618,Inactive,20,,,27
5617,49649187,20888974,Inactive,6,,,13
5618,49649212,2828176,Inactive,15,,,22
5619,49649214,24747976,Inactive,3,,,10
5620,49649495,24748003,Inactive,15,,,22
5621,49649527,16012802,Inactive,35,,,42
5622,49649773,24748031,Inactive,7,,,0
5623,49664954,1888652,Inactive,24,,,-17
5624,49664981,4970681,Inactive,22,,,29
5625,49665255,24761074,Inactive,4,,,3
5626,49665425,17367442,Inactive,10,,,-3
5627,49665744,3578737,Inactive,25,,,32
5628,49665752,1485658,Inactive,32,,,39
5629,49665761,2766326,Inactive,24,,,31
5630,49665798,5093561,Inactive,53,,,60
5631,49665906,1486801,Inactive,19,,,26
5632,49665923,3364476,Inactive,10,,,-3
5633,49666162,3826078,Inactive,4,,,3
5634,49666794,2885134,Active,100,,Activator,170
5635,49666799,16002260,Inactive,27,,,34
5636,49666824,2835426,Inactive,19,,,26
5637,49666869,16007420,Active,85,,Activator,92
5638,49666895,17584926,Inactive,30,,,37
5639,49667019,24213405,Inactive,36,,,43
5640,49667043,2916883,Inactive,34,,,-27
5641,49667216,16020391,Inactive,6,,,13
5642,49667442,2033254,Inactive,27,,,34
5643,49667446,24761176,Inactive,14,,,21
5644,49667478,2921884,Inactive,29,,,36
5645,49667537,24761183,Inactive,17,,,24
5646,49667550,3845512,Inactive,10,,,-3
5647,49667715,4584846,Inactive,20,,,27
5648,49667815,4144897,Inactive,28,,,35
5649,49667865,3423834,Inactive,6,,,1
5650,49667869,1252235,Inactive,9,,,16
