PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,RESPONSE_VALUE_MEKK2MT
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,Percent response of Alexa488-MEK5 binding to MEKK2 Mutant
RESULT_UNIT,,,,,,,PERCENT
RESULT_ATTR_CONC_MICROMOL,,,,,,,10
2866,22404783,2497117,Inactive,8,,,-1
2867,22404847,3298419,Inactive,1,,,6
2868,22404848,2500614,Inactive,12,,,-5
2869,22404850,2499340,Inactive,4,,,11
2870,22404852,2503577,Inactive,6,,,1
2871,22404853,4830861,Inactive,7,,,0
2872,22404859,2501456,Inactive,7,,,0
2873,22404868,2500191,Inactive,8,,,-1
2874,22404869,2498427,Inactive,1,,,6
2875,22404891,4831335,Inactive,9,,,-2
2876,22404892,4831088,Inactive,14,,,-7
2877,22404893,2503118,Inactive,1,,,6
2878,22404916,12273833,Inactive,14,,,21
2879,22404926,15945023,Inactive,45,,,-38
2880,22404929,15945025,Inactive,6,,,1
2881,22404973,6263631,Inactive,6,,,1
2882,22405124,16238247,Inactive,13,,,-6
2883,22405255,2491151,Inactive,0,,,7
2884,22405257,2498550,Inactive,9,,,-2
2885,22405270,2499398,Inactive,9,,,-2
2886,22405271,4874951,Inactive,18,,,-11
2887,22405301,2566108,Inactive,10,,,-3
2888,22405310,4881083,Inactive,16,,,-9
2889,22405326,5737040,Inactive,60,,,67
2890,22405350,4214897,Inactive,3,,,4
2891,22405478,15945056,Inactive,1,,,8
2892,22405484,72344,Inactive,11,,,-4
2893,22405492,15945060,Inactive,41,,,-34
2894,22405568,15945072,Inactive,26,,,-19
2895,22405609,5671894,Inactive,14,,,-7
2896,22405617,839126,Inactive,8,,,-1
2897,22405644,135521580,Inactive,13,,,-6
2898,22405784,2084716,Inactive,8,,,-1
2899,22405789,9679312,Inactive,6,,,1
2900,22405848,3276629,Inactive,3,,,4
2901,22405849,6385743,Inactive,2,,,5
2902,22405861,20846957,Inactive,12,,,-5
2903,22405867,20846958,Inactive,11,,,-4
2904,22405878,2783649,Inactive,2,,,5
2905,22405893,671424,Inactive,6,,,1
2906,22405912,4319425,Inactive,4,,,3
2907,22405924,6618857,Inactive,3,,,10
2908,22405948,9676601,Inactive,8,,,-1
2909,22405953,741732,Inactive,4,,,11
2910,22405964,2125891,Inactive,11,,,-4
2911,22405979,9647666,Inactive,7,,,0
2912,22406004,5986159,Inactive,3,,,10
2913,22406068,2386590,Inactive,5,,,2
2914,22406073,2699207,Inactive,5,,,2
2915,22406076,15945117,Inactive,8,,,-1
2916,22406084,15945119,Inactive,3,,,4
2917,22406089,2585250,Inactive,7,,,0
2918,22406124,5379238,Inactive,47,,,-40
2919,22406151,2161142,Inactive,2,,,5
2920,22406152,2124982,Inactive,12,,,-5
2921,22406154,135521586,Inactive,8,,,-1
2922,22406159,2091420,Inactive,14,,,-7
2923,22406160,3930609,Inactive,17,,,-10
2924,22406189,2090255,Inactive,17,,,-10
2925,22406192,2090625,Inactive,17,,,-10
2926,22406195,747807,Inactive,5,,,2
2927,22406207,9670293,Inactive,17,,,-10
2928,22406213,5243886,Inactive,7,,,0
2929,22406236,2108728,Inactive,13,,,-6
2930,22406239,2108776,Inactive,6,,,1
2931,22406266,3957471,Inactive,16,,,-9
2932,22406282,2090660,Inactive,9,,,-2
2933,22406287,4206406,Inactive,8,,,-1
2934,22406318,4259513,Inactive,4,,,3
2935,22406326,15945133,Inactive,11,,,-4
2936,22406376,3953791,Inactive,6,,,1
2937,22406377,135464230,Inactive,5,,,2
2938,22406381,4649789,Inactive,15,,,-8
2939,22406396,2114703,Inactive,10,,,-3
2940,22406429,2338163,Inactive,6,,,1
2941,22406432,2344562,Inactive,5,,,2
2942,22406461,2698280,Inactive,14,,,-7
2943,22406491,2305270,Inactive,14,,,-7
2944,22406496,2804676,Inactive,10,,,-3
2945,22406498,2683223,Inactive,1,,,6
2946,22406520,15945144,Inactive,11,,,-4
2947,22406527,15945146,Inactive,8,,,-1
2948,22406532,2343878,Inactive,4,,,3
2949,22406569,2335004,Inactive,4,,,3
2950,22406576,2085349,Inactive,18,,,25
2951,22406603,3989718,Inactive,12,,,-5
2952,22406630,2240074,Inactive,26,,,-19
2953,22406655,5238107,Inactive,18,,,25
2954,22406665,6377882,Inactive,18,,,-11
2955,22406683,9642230,Inactive,3,,,10
2956,22406685,2394070,Inactive,4,,,3
2957,22406688,2387897,Inactive,6,,,1
2958,22406689,4041190,Inactive,1,,,8
2959,22406702,4301424,Inactive,12,,,-5
2960,22406704,2359509,Inactive,2,,,9
2961,22406714,2372119,Inactive,5,,,2
2962,22406756,135466207,Inactive,6,,,1
2963,22406762,6526481,Inactive,15,,,-8
2964,22406814,4811995,Inactive,8,,,-1
2965,22406819,15945158,Inactive,7,,,0
2966,22406832,7408875,Inactive,9,,,-2
2967,22406850,2406441,Inactive,8,,,-1
2968,22406852,2413699,Inactive,6,,,1
2969,22406857,2415447,Inactive,6,,,1
2970,22406876,2592906,Inactive,10,,,-3
2971,22406935,15945169,Inactive,13,,,-6
2972,22406942,15945171,Inactive,7,,,0
2973,22406948,15945173,Inactive,10,,,-3
2974,22406951,6401162,Inactive,12,,,-5
2975,22406959,9642710,Inactive,21,,,28
2976,22406993,3673742,Inactive,11,,,-4
2977,22406997,4012023,Inactive,4,,,3
2978,22407010,2112059,Inactive,2,,,5
2979,22407021,3577410,Inactive,21,,,-14
2980,22407054,5779525,Inactive,6,,,1
2981,22407085,135463877,Inactive,4,,,3
2982,22407092,2435722,Inactive,15,,,-8
2983,22407093,2323428,Inactive,23,,,-16
2984,22407095,5668539,Inactive,3,,,4
2985,22407111,2316086,Inactive,7,,,0
2986,22407119,15945189,Active,100,,Activator,165
2987,22407120,9660852,Inactive,1,,,6
2988,22407126,2316077,Inactive,8,,,-1
2989,22407128,5177778,Inactive,7,,,0
2990,22407129,4037253,Inactive,4,,,3
2991,22407139,2457886,Inactive,12,,,-5
2992,22407146,4874920,Inactive,12,,,-5
2993,22407147,5066771,Inactive,7,,,0
2994,22407150,4638262,Inactive,8,,,-1
2995,22407191,9647221,Inactive,6,,,1
2996,22407193,2078532,Inactive,1,,,8
2997,22407215,15945195,Inactive,4,,,11
2998,22407219,2494721,Inactive,13,,,-6
2999,22407238,2114182,Inactive,12,,,-5
3000,22407239,6903771,Inactive,24,,,-17
3001,22407261,2596506,Inactive,10,,,-3
3002,22407265,6900454,Inactive,7,,,0
3003,22407270,4052493,Inactive,35,,,-28
3004,22407279,3336580,Inactive,33,,,40
3005,22407302,6063895,Inactive,7,,,0
3006,22407315,858405,Inactive,20,,,-13
3007,22407326,15945201,Inactive,2,,,5
3008,22407338,2397259,Inactive,8,,,15
3009,22407342,6903610,Inactive,8,,,-1
3010,22407344,764061,Inactive,0,,,7
3011,22407345,2307573,Inactive,5,,,2
3012,22407367,2105276,Inactive,8,,,-1
3013,22407387,4689373,Inactive,10,,,-3
3014,22407396,4148550,Inactive,15,,,-8
3015,22407475,2331041,Inactive,12,,,-5
3016,22407478,4602640,Inactive,3,,,4
3017,22407485,2112003,Inactive,3,,,4
3018,22407507,15945215,Inactive,1,,,6
3019,22407513,2664393,Inactive,14,,,-7
3020,22407529,466382,Inactive,0,,,7
3021,22407543,3571297,Inactive,8,,,-1
3022,22407550,3964323,Inactive,4,,,3
3023,22407551,2361091,Inactive,9,,,-2
3024,22407556,2112987,Inactive,10,,,-3
3025,22407566,2468384,Inactive,11,,,-4
3026,22407582,3455035,Inactive,9,,,-2
3027,22407587,2326682,Inactive,5,,,2
3028,22407631,2483550,Inactive,4,,,3
3029,22407644,2093480,Inactive,3,,,4
3030,22407767,2525732,Inactive,10,,,-3
3031,22408056,727619,Inactive,11,,,-4
3032,22408081,2587123,Inactive,3,,,4
3033,22408238,2478444,Inactive,10,,,-3
3034,22408247,2461175,Inactive,4,,,3
3035,22408261,5839385,Inactive,8,,,-1
3036,22408340,4963385,Inactive,8,,,-1
3037,22408343,4826804,Inactive,7,,,0
3038,22408369,5211364,Inactive,2,,,5
3039,22408494,2617922,Inactive,4,,,3
3040,22408526,2490169,Inactive,2,,,5
3041,22408533,2532666,Inactive,5,,,2
3042,22408554,2414939,Inactive,13,,,-6
3043,22408560,9670545,Inactive,11,,,-4
3044,22408617,2565576,Inactive,0,,,7
3045,22408684,2669460,Inactive,19,,,-12
3046,22408911,2522066,Inactive,9,,,-2
3047,22408933,3913202,Inactive,2,,,5
3048,22408975,2574937,Inactive,3,,,4
3049,22409044,4841225,Inactive,1,,,6
3050,22409077,2452215,Inactive,4,,,11
3051,22409083,2418310,Inactive,10,,,-3
3052,22409117,2452089,Inactive,3,,,4
3053,22409120,2452161,Inactive,11,,,-4
3054,22409121,2452200,Inactive,9,,,-2
3055,22409138,4243094,Inactive,2,,,5
3056,22409144,2404025,Inactive,2,,,5
3057,22409145,3910386,Inactive,14,,,-7
3058,22409149,3251156,Inactive,15,,,-8
3059,22409176,2537078,Inactive,7,,,0
3060,22409188,2676809,Inactive,1,,,6
3061,22409196,2321546,Inactive,3,,,10
3062,22409199,2321543,Inactive,2,,,5
3063,22409203,2321673,Inactive,8,,,-1
3064,22409204,4880850,Inactive,6,,,1
3065,22409217,3928175,Inactive,6,,,1
3066,22409221,4442236,Inactive,9,,,-2
3067,22409244,2424168,Inactive,7,,,0
3068,22409246,4688477,Inactive,6,,,1
3069,22409247,3440035,Inactive,10,,,-3
3070,22409256,2426119,Inactive,5,,,12
3071,22409258,2425411,Inactive,5,,,2
3072,22409268,2549505,Inactive,1,,,8
3073,22409269,5137918,Inactive,6,,,1
3074,22409273,3937446,Inactive,14,,,-7
3075,22409278,4003717,Inactive,6,,,1
3076,22409284,6898713,Inactive,8,,,-1
3077,22409299,3998020,Inactive,3,,,4
3078,22409320,4216155,Inactive,12,,,19
3079,22409355,2421476,Inactive,6,,,1
3080,22409356,4568767,Inactive,1,,,6
3081,22409359,4780551,Inactive,4,,,3
3082,22409372,223261,Inactive,6,,,1
3083,22409379,4780122,Inactive,12,,,-5
3084,22409382,2413124,Inactive,21,,,-14
3085,22409383,2413168,Inactive,2,,,5
3086,22409384,4268741,Inactive,16,,,-9
3087,22409414,3923613,Inactive,1,,,6
3088,22409424,4681569,Inactive,5,,,2
3089,22409425,4528814,Inactive,7,,,0
3090,22409428,4211075,Inactive,13,,,-6
3091,22409466,2434504,Inactive,2,,,9
3092,22409490,2698568,Inactive,11,,,18
3093,22409496,2599526,Inactive,7,,,0
3094,22409500,2347759,Inactive,5,,,2
3095,22409502,3581003,Inactive,7,,,0
3096,22409514,2547874,Inactive,0,,,7
3097,22409520,15945309,Inactive,6,,,1
3098,22409523,2322492,Inactive,10,,,-3
3099,22409524,6870727,Inactive,11,,,-4
3100,22409531,9631319,Inactive,9,,,-2
3101,22409541,4221438,Inactive,7,,,0
3102,22409543,2303746,Inactive,14,,,-7
3103,22409544,6900119,Inactive,2,,,9
3104,22409549,2483894,Inactive,1,,,6
3105,22409550,6893064,Inactive,14,,,-7
3106,22409555,135521620,Inactive,9,,,-2
3107,22409562,6900419,Inactive,13,,,-6
3108,22409563,5080398,Inactive,1,,,8
3109,22409573,1527154,Inactive,7,,,0
3110,22409575,2322497,Inactive,10,,,-3
3111,22409577,2265240,Inactive,11,,,-4
3112,22409578,2326441,Inactive,26,,,-19
3113,22409579,2322934,Inactive,8,,,-1
3114,22409586,2322972,Inactive,30,,,-23
3115,22409592,3617232,Inactive,5,,,12
3116,22409593,3484134,Inactive,7,,,0
3117,22409594,4538195,Inactive,8,,,-1
3118,22409600,4289583,Inactive,9,,,-2
3119,22409612,2324541,Inactive,1,,,8
3120,22409621,2326969,Inactive,16,,,-9
3121,22409636,9682871,Inactive,6,,,1
3122,22409640,9660246,Inactive,20,,,27
3123,22409649,135511743,Inactive,6,,,1
3124,22409670,15945319,Inactive,1,,,6
3125,22409689,2386312,Inactive,2,,,5
3126,22409694,16237251,Inactive,4,,,3
3127,22409709,3952630,Inactive,31,,,-24
3128,22409713,6412821,Inactive,6,,,1
3129,22409718,2422081,Inactive,10,,,-3
3130,22409727,2416759,Inactive,10,,,-3
3131,22409745,2463229,Inactive,10,,,-3
3132,22409754,2314916,Inactive,7,,,14
3133,22409756,290619,Inactive,10,,,-3
3134,22409771,9684254,Inactive,10,,,-3
3135,22409823,6224004,Inactive,6,,,1
3136,22409834,2560111,Inactive,8,,,-1
3137,22409853,2310223,Inactive,11,,,-4
3138,22409863,2310786,Inactive,4,,,3
3139,22409867,5069805,Inactive,3,,,10
3140,22409941,2529435,Inactive,3,,,4
3141,22409950,3491780,Inactive,12,,,-5
3142,22409971,2550807,Inactive,6,,,1
3143,22409999,759367,Inactive,3,,,4
3144,22410012,2111162,Inactive,7,,,0
3145,22410015,2116235,Inactive,7,,,0
3146,22410040,4884978,Inactive,2,,,5
3147,22410041,9568913,Inactive,7,,,0
3148,22410093,2556970,Inactive,6,,,1
3149,22410105,2539116,Inactive,1,,,6
3150,22410128,6211917,Inactive,7,,,0
3151,22410141,2319716,Inactive,13,,,-6
3152,22410145,5054669,Inactive,7,,,0
3153,22410149,2309355,Inactive,0,,,7
3154,22410154,4779513,Inactive,14,,,-7
3155,22410160,2464983,Inactive,11,,,-4
3156,22410168,15945339,Inactive,10,,,17
3157,22410200,2550055,Inactive,8,,,-1
3158,22410204,2337765,Inactive,7,,,0
3159,22410207,2857914,Inactive,10,,,-3
3160,22410210,2337415,Inactive,7,,,0
3161,22410216,6900505,Inactive,11,,,-4
3162,22410217,6900503,Inactive,10,,,-3
3163,22410243,2545100,Inactive,0,,,7
3164,22410269,2463285,Inactive,14,,,-7
3165,22410283,2466937,Inactive,3,,,4
3166,22410350,15945345,Inactive,13,,,-6
3167,22410486,9668181,Inactive,4,,,3
3168,22410502,2420386,Inactive,11,,,-4
3169,22410508,2113303,Inactive,5,,,2
3170,22410560,2363683,Inactive,6,,,1
3171,22410593,15945364,Inactive,9,,,-2
3172,22410621,3287130,Inactive,12,,,-5
3173,22410638,2350046,Inactive,7,,,0
3174,22410796,3321091,Inactive,12,,,-5
3175,22410860,16238961,Inactive,28,,,35
3176,22411020,3650002,Inactive,3,,,4
3177,22411028,4650637,Inactive,7,,,0
3178,22411086,4961592,Inactive,7,,,0
3179,22411087,2444064,Inactive,6,,,1
3180,22411088,4833367,Inactive,11,,,-4
3181,22411091,4876704,Inactive,4,,,3
3182,22411092,2441503,Inactive,2,,,5
3183,22411098,2446477,Inactive,1,,,6
3184,22411130,4175304,Inactive,8,,,-1
3185,22411134,3453044,Inactive,8,,,-1
3186,22411160,2458043,Inactive,8,,,-1
3187,22411161,5008388,Inactive,7,,,0
3188,22411207,4833408,Inactive,9,,,-2
3189,22411310,6013911,Inactive,13,,,-6
3190,22411311,2361995,Inactive,7,,,0
3191,22411344,2578242,Inactive,9,,,-2
3192,22411370,3618401,Inactive,10,,,-3
3193,22411384,3688338,Inactive,5,,,2
3194,22411394,3445623,Inactive,15,,,-8
3195,22411468,4331390,Inactive,9,,,-2
3196,22411501,135401318,Inactive,16,,,-9
3197,22411502,3456359,Inactive,20,,,-13
3198,22411503,9621480,Inactive,18,,,-11
3199,22411504,2377732,Inactive,16,,,-9
3200,22411506,9625365,Inactive,3,,,4
3201,22411514,135401319,Inactive,9,,,-2
3202,22411531,15945440,Inactive,8,,,15
3203,22411540,4877669,Inactive,10,,,-3
3204,22411542,3892594,Inactive,8,,,-1
3205,22411557,6892781,Inactive,10,,,-3
3206,22411578,2097336,Inactive,9,,,-2
3207,22411847,675662,Inactive,3,,,4
3208,22411934,15945570,Inactive,5,,,2
3209,22412025,3139121,Inactive,13,,,-6
3210,22412082,596895,Inactive,5,,,2
3211,22412130,5411715,Inactive,8,,,-1
3212,22412201,4177382,Inactive,19,,,-12
3213,22412235,998852,Inactive,2,,,9
3214,22412265,3354813,Inactive,2,,,9
3215,22412275,1000301,Inactive,4,,,3
3216,22412312,1218548,Inactive,5,,,2
3217,22412315,902325,Inactive,5,,,2
3218,22412317,723400,Inactive,6,,,1
3219,22412322,850357,Inactive,7,,,0
3220,22412416,5430241,Inactive,2,,,5
3221,22412492,478041,Inactive,4,,,3
3222,22412497,843638,Inactive,9,,,-2
3223,22412524,11841096,Inactive,5,,,12
3224,22412538,846545,Inactive,6,,,1
3225,22412540,852687,Inactive,6,,,1
3226,22412541,998650,Inactive,36,,,43
3227,22412552,14219810,Inactive,16,,,23
3228,22412559,902328,Inactive,6,,,1
3229,22412707,2836811,Inactive,3,,,4
3230,22412709,1216145,Inactive,12,,,-5
3231,22412712,821545,Inactive,5,,,2
3232,22412719,757826,Inactive,6,,,1
3233,22412721,2873331,Inactive,10,,,-3
3234,22412769,3262185,Inactive,14,,,-7
3235,22412772,135401375,Inactive,8,,,-1
3236,22412773,135401376,Inactive,6,,,1
3237,22412776,692709,Inactive,13,,,-6
3238,22412779,4659978,Inactive,2,,,9
3239,22412780,389166,Inactive,2,,,5
3240,22412783,3565190,Inactive,8,,,-1
3241,22412786,1069019,Inactive,22,,,-15
3242,22412792,15945642,Inactive,10,,,-3
3243,22412824,5822222,Inactive,5,,,2
3244,22412826,392121,Inactive,13,,,-6
3245,22412828,2829321,Inactive,6,,,1
3246,22412830,2304556,Inactive,9,,,-2
3247,22412887,1208108,Inactive,10,,,-3
3248,22412914,1214688,Inactive,9,,,-2
3249,22412924,843841,Inactive,14,,,-7
3250,22412928,903519,Inactive,3,,,10
3251,22412932,5019739,Inactive,14,,,-7
3252,22412979,849427,Inactive,1,,,6
3253,22413030,4066056,Active,72,,Activator,79
3254,22413049,6339121,Inactive,3,,,4
3255,22413070,325406,Inactive,32,,,-25
3256,22413071,840773,Inactive,13,,,-6
3257,22413079,9562914,Inactive,2,,,5
3258,22413088,9671389,Inactive,8,,,-1
3259,22413092,135401387,Inactive,19,,,-12
3260,22413094,8143084,Inactive,4,,,3
3261,22413103,5568908,Inactive,37,,,-30
3262,22413110,1048021,Inactive,10,,,-3
3263,22413270,589024,Inactive,1,,,8
3264,22413334,1224411,Inactive,4,,,11
3265,22413337,1026574,Inactive,6,,,1
3266,22413340,4987020,Inactive,1,,,8
3267,22413349,3687113,Inactive,5,,,2
3268,22413350,9646465,Inactive,11,,,-4
3269,22413353,3528549,Inactive,8,,,-1
3270,22413356,1048103,Inactive,7,,,0
3271,22413374,903638,Inactive,9,,,-2
3272,22413381,1048125,Inactive,4,,,3
3273,22413385,4461154,Inactive,32,,,-25
3274,22413392,4170685,Inactive,16,,,-9
3275,22413408,1022225,Inactive,7,,,0
3276,22413427,1227150,Inactive,6,,,1
3277,22413436,1046559,Inactive,13,,,-6
3278,22413471,9609596,Inactive,2,,,5
3279,22413478,15945704,Inactive,18,,,-11
3280,22413483,5884911,Inactive,15,,,-8
3281,22413535,15945711,Inactive,8,,,-1
3282,22413637,1028370,Inactive,1,,,6
3283,22413705,849722,Inactive,10,,,-3
3284,22413769,15945733,Inactive,7,,,0
3285,22413794,6023915,Inactive,13,,,-6
3286,22413802,5455628,Inactive,5,,,2
3287,22413822,992968,Inactive,8,,,-1
3288,22413829,2793088,Inactive,3,,,4
3289,22413840,15945741,Inactive,2,,,5
3290,22413914,822429,Inactive,4,,,3
3291,22413919,15945751,Inactive,5,,,12
3292,22413994,830341,Inactive,3,,,4
3293,22414108,830652,Inactive,1,,,8
3294,22414238,9563544,Inactive,12,,,-5
3295,22414361,1202993,Inactive,1,,,6
3296,22414416,9776775,Inactive,5,,,2
3297,22414450,9667648,Inactive,10,,,-3
3298,22414479,849996,Inactive,13,,,-6
3299,22414542,3655007,Inactive,13,,,-6
3300,22414563,4523467,Inactive,2,,,5
3301,22414593,15945798,Inactive,36,,,43
3302,22414647,3660808,Inactive,2,,,5
3303,22414657,6875113,Inactive,3,,,4
3304,22414718,822882,Inactive,5,,,2
3305,22414722,1742678,Inactive,5,,,2
3306,22414804,1216341,Inactive,1,,,8
3307,22414828,1798162,Inactive,13,,,-6
3308,22414926,15945822,Inactive,62,,,69
3309,22414949,9563829,Active,75,,Activator,82
3310,22414990,904089,Inactive,8,,,-1
3311,22415074,1805962,Inactive,14,,,21
3312,22415081,4166285,Inactive,4,,,3
3313,22415091,731480,Inactive,4,,,3
3314,22415097,3715433,Inactive,8,,,-1
3315,22415118,886876,Inactive,2,,,9
3316,22415129,773296,Inactive,3,,,10
3317,22415144,2928954,Inactive,7,,,0
3318,22415161,886932,Inactive,5,,,2
3319,22415334,2581205,Inactive,3,,,4
3320,22415340,9587223,Inactive,8,,,-1
3321,22415344,2928834,Inactive,15,,,-8
3322,22415345,2923979,Inactive,19,,,-12
3323,22415350,39556,Inactive,11,,,-4
3324,22415401,9587238,Inactive,7,,,0
3325,22415500,802145,Inactive,6,,,1
3326,22415508,2921552,Inactive,8,,,15
3327,22415509,4219434,Inactive,19,,,-12
3328,22415510,359385,Inactive,16,,,-9
3329,22415561,2922343,Inactive,2,,,5
3330,22415592,3715244,Inactive,13,,,-6
3331,22415593,2296131,Inactive,33,,,-26
3332,22415594,5735458,Inactive,9,,,-2
3333,22415596,2921903,Inactive,3,,,4
3334,22415600,2921793,Inactive,6,,,1
3335,22415603,1327321,Inactive,0,,,7
3336,22415606,2921541,Inactive,17,,,-10
3337,22415607,2922008,Inactive,9,,,-2
3338,22415609,802947,Inactive,4,,,3
3339,22415610,675675,Inactive,20,,,-13
3340,22415611,2296395,Inactive,13,,,-6
3341,22415619,3474706,Inactive,18,,,-11
3342,22415620,709438,Inactive,5,,,2
3343,22415621,1327634,Inactive,5,,,2
3344,22415656,802849,Inactive,10,,,-3
3345,22415668,1581707,Inactive,9,,,-2
3346,22415682,2296171,Inactive,10,,,-3
3347,22415683,2296676,Inactive,9,,,-2
3348,22415690,802584,Inactive,17,,,-10
3349,22415788,1273422,Inactive,5,,,2
3350,22415840,2171176,Inactive,9,,,-2
3351,22415848,2250481,Inactive,3,,,4
3352,22415850,2910238,Inactive,15,,,-8
3353,22415865,2898223,Inactive,1,,,8
3354,22415888,1744810,Inactive,8,,,-1
3355,22415889,1581363,Inactive,8,,,-1
3356,22415890,2910044,Inactive,16,,,-9
3357,22415891,805682,Inactive,1,,,6
3358,22415897,797304,Inactive,14,,,-7
3359,22415899,2909350,Inactive,14,,,-7
3360,22415900,2250497,Inactive,8,,,-1
3361,22415901,797386,Inactive,2,,,9
3362,22415904,805513,Inactive,9,,,-2
3363,22415909,799307,Inactive,1,,,8
3364,22415911,2917704,Inactive,7,,,0
3365,22415914,2917530,Inactive,7,,,0
3366,22415919,5407902,Inactive,0,,,7
3367,22415928,2254973,Inactive,12,,,-5
3368,22415930,2291523,Inactive,8,,,-1
3369,22415947,1185998,Inactive,10,,,-3
3370,22415948,2252925,Inactive,1,,,6
3371,22415950,2254918,Inactive,14,,,-7
3372,22415951,9586971,Inactive,12,,,-5
3373,22415953,2909852,Inactive,23,,,-16
3374,22415957,2291672,Inactive,36,,,-29
3375,22415959,6886450,Inactive,8,,,15
3376,22415962,797491,Inactive,4,,,11
3377,22415973,2933269,Inactive,4,,,3
3378,22415974,2932711,Inactive,2,,,5
3379,22415991,2292611,Inactive,8,,,-1
3380,22415994,2166227,Inactive,7,,,0
3381,22415998,799757,Inactive,21,,,-14
3382,22416005,2918096,Inactive,10,,,-3
3383,22416006,799727,Inactive,8,,,-1
3384,22416008,2171241,Inactive,0,,,7
3385,22416012,2257807,Inactive,4,,,3
3386,22416018,2917723,Inactive,5,,,2
3387,22416035,2910633,Inactive,50,,,57
3388,22416072,2243952,Inactive,16,,,-9
3389,22416085,671359,Inactive,5,,,2
3390,22416094,2807308,Inactive,6,,,1
3391,22416103,5730440,Inactive,12,,,-5
3392,22416112,2898227,Inactive,2,,,5
3393,22416114,761850,Inactive,12,,,-5
3394,22416129,2934398,Inactive,3,,,4
3395,22416143,2283442,Inactive,3,,,4
3396,22416144,2283311,Inactive,5,,,2
3397,22416156,2283037,Inactive,7,,,0
3398,22416161,1293053,Inactive,9,,,-2
3399,22416194,701989,Inactive,1,,,8
3400,22416199,2934198,Inactive,5,,,12
3401,22416208,707951,Inactive,3,,,4
3402,22416210,5737020,Inactive,10,,,-3
3403,22416212,1293833,Inactive,10,,,17
3404,22416216,797661,Inactive,6,,,1
3405,22416230,886185,Inactive,33,,,-26
3406,22416238,887648,Inactive,8,,,-1
3407,22416241,882422,Inactive,13,,,-6
3408,22416242,2282892,Inactive,10,,,-3
3409,22416244,2898234,Inactive,13,,,-6
3410,22416262,2910437,Inactive,15,,,-8
3411,22416264,805709,Inactive,5,,,2
3412,22416290,2932963,Inactive,4,,,3
3413,22416314,1744325,Inactive,22,,,-15
3414,22416332,844405,Inactive,8,,,-1
3415,22416336,2169582,Inactive,5,,,2
3416,22416357,2897805,Inactive,18,,,-11
3417,22416358,882096,Inactive,11,,,-4
3418,22416368,1009385,Inactive,0,,,7
3419,22416386,2934139,Inactive,5,,,2
3420,22416387,2934078,Inactive,4,,,11
3421,22416396,887356,Inactive,0,,,7
3422,22416397,882136,Inactive,3,,,10
3423,22416430,898410,Inactive,3,,,4
3424,22416433,873835,Inactive,2,,,5
3425,22416435,1371138,Inactive,7,,,0
3426,22416436,2268443,Inactive,13,,,-6
3427,22416450,1560862,Inactive,12,,,-5
3428,22416498,730850,Inactive,8,,,15
3429,22416507,2915203,Inactive,4,,,3
3430,22416533,710625,Inactive,4,,,3
3431,22416534,5349126,Inactive,2,,,5
3432,22416537,9586364,Inactive,0,,,7
3433,22416538,2886474,Inactive,7,,,0
3434,22416540,807639,Inactive,4,,,3
3435,22416549,1565234,Inactive,3,,,4
3436,22416550,2162219,Inactive,2,,,5
3437,22416663,1370973,Inactive,12,,,-5
3438,22416667,2966555,Inactive,2,,,5
3439,22416685,2891826,Inactive,23,,,-16
3440,22416698,874291,Inactive,4,,,3
3441,22416818,15945836,Inactive,10,,,17
3442,22416927,9586357,Inactive,4,,,3
3443,24707842,11834391,Inactive,12,,,-5
3444,24707989,16129534,Inactive,46,,,53
3445,24708020,5459695,Inactive,5,,,12
3446,24708115,16129550,Inactive,20,,,27
3447,24708162,16129559,Inactive,38,,,45
3448,24708166,16129561,Active,100,,Activator,176
3449,24779069,1164391,Inactive,13,,,-6
3450,24779073,1166472,Inactive,12,,,-5
3451,24779102,865694,Inactive,15,,,-8
3452,24779131,864706,Inactive,11,,,-4
3453,24779150,1442807,Inactive,7,,,0
3454,24779169,6179397,Inactive,14,,,-7
3455,24779334,3228843,Inactive,15,,,22
3456,24779393,5706891,Inactive,11,,,-4
3457,24779418,1452973,Inactive,1,,,8
3458,24779596,5216826,Inactive,26,,,-19
3459,24779643,4253232,Inactive,5,,,2
3460,24779816,135503996,Inactive,12,,,-5
3461,24779820,2325941,Inactive,2,,,5
3462,24779823,9660901,Inactive,5,,,2
3463,24779904,16187196,Inactive,22,,,-15
3464,24779907,2083468,Inactive,9,,,-2
3465,24779965,2498607,Inactive,0,,,7
3466,24780001,2350186,Inactive,1,,,8
3467,24780027,5108372,Inactive,5,,,2
3468,24780058,16187217,Inactive,22,,,29
3469,24780059,16187218,Inactive,23,,,30
3470,24780068,16187227,Inactive,29,,,36
3471,24780100,3158763,Inactive,5,,,2
3472,24780101,1094937,Inactive,9,,,-2
3473,24780104,788614,Inactive,12,,,-5
3474,24780108,1117877,Inactive,8,,,-1
3475,24780186,16187256,Inactive,5,,,12
3476,24780501,16187389,Inactive,61,,,68
3477,24780515,3158261,Inactive,12,,,19
3478,24780522,2849032,Inactive,3,,,10
3479,24780529,753623,Inactive,15,,,-8
3480,24780549,3172570,Inactive,1,,,8
